date,avg_temp_max_celsius,avg_temp_min_celsius,avg_temp_mean_celsius,avg_temp_range_celsius,total_precipitation_mm,avg_precipitation_mm,max_wind_speed_kmh,avg_wind_speed_kmh,rainy_city_count,hot_city_count,cold_city_count,day_of_week,is_weekend,month,season,temp_extreme_flag,temp_deviation_from_18,comfort_gap_celsius,wet_day_flag
2025-04-12,9.666666666666666,-0.06666666666666665,4.8,9.733333333333333,0.6,0.19999999999999998,13.4,11.466666666666667,1,0,1,Saturday,1,4,Spring,1,13.2,-13.2,1
2025-04-13,13.466666666666667,0.19999999999999996,6.833333333333333,13.266666666666666,0.0,0.0,13.2,12.6,0,0,1,Sunday,1,4,Spring,0,11.166666666666668,-11.166666666666668,0
2025-04-14,14.766666666666666,3.766666666666667,9.266666666666666,11.0,0.9,0.3,23.5,18.933333333333334,2,0,0,Monday,0,4,Spring,0,8.733333333333334,-8.733333333333334,1
2025-04-15,9.0,1.4666666666666668,5.233333333333333,7.533333333333332,5.6,1.8666666666666665,31.0,29.733333333333334,3,0,0,Tuesday,0,4,Spring,0,12.766666666666666,-12.766666666666666,1
2025-04-16,4.433333333333334,-0.1333333333333334,2.15,4.566666666666666,1.1,0.3666666666666667,35.7,32.53333333333334,1,0,1,Wednesday,0,4,Spring,1,15.85,-15.85,1
2025-04-17,10.433333333333334,-1.1333333333333333,4.65,11.566666666666668,0.0,0.0,15.6,14.233333333333334,0,0,3,Thursday,0,4,Spring,1,13.35,-13.35,0
2025-04-18,17.900000000000002,3.0666666666666664,10.483333333333333,14.833333333333334,14.9,4.966666666666667,20.8,19.599999999999998,3,0,0,Friday,0,4,Spring,0,7.5166666666666675,-7.5166666666666675,1
2025-04-19,19.400000000000002,5.266666666666667,12.333333333333334,14.133333333333333,37.5,12.5,27.5,24.2,3,0,0,Saturday,1,4,Spring,0,5.666666666666666,-5.666666666666666,1
2025-04-20,9.966666666666667,0.4666666666666666,5.216666666666667,9.5,0.0,0.0,22.7,20.133333333333333,0,0,1,Sunday,1,4,Spring,0,12.783333333333333,-12.783333333333333,0
2025-04-21,14.5,4.2,9.35,10.299999999999999,12.600000000000001,4.2,25.9,25.366666666666664,3,0,0,Monday,0,4,Spring,0,8.65,-8.65,1
2025-04-22,11.766666666666666,4.766666666666667,8.266666666666666,7.0,0.0,0.0,29.0,26.433333333333334,0,0,0,Tuesday,0,4,Spring,0,9.733333333333334,-9.733333333333334,0
2025-04-23,14.200000000000001,1.7333333333333334,7.966666666666668,12.466666666666667,0.0,0.0,11.2,10.033333333333333,0,0,0,Wednesday,0,4,Spring,0,10.033333333333331,-10.033333333333331,0
2025-04-24,20.7,6.3,13.5,14.4,4.2,1.4000000000000001,14.3,13.1,2,0,0,Thursday,0,4,Spring,0,4.5,-4.5,1
2025-04-25,15.4,9.299999999999999,12.35,6.099999999999999,0.1,0.03333333333333333,18.2,17.166666666666668,1,0,0,Friday,0,4,Spring,0,5.65,-5.65,1
2025-04-26,11.866666666666665,4.6000000000000005,8.233333333333333,7.266666666666666,11.5,3.8333333333333335,35.1,33.53333333333333,3,0,0,Saturday,1,4,Spring,0,9.766666666666667,-9.766666666666667,1
2025-04-27,14.966666666666667,4.1000000000000005,9.533333333333333,10.866666666666667,0.1,0.03333333333333333,28.6,24.2,1,0,0,Sunday,1,4,Spring,0,8.466666666666667,-8.466666666666667,1
2025-04-28,17.833333333333332,3.6999999999999997,10.766666666666666,14.133333333333333,0.0,0.0,19.8,15.366666666666667,0,0,0,Monday,0,4,Spring,0,7.233333333333334,-7.233333333333334,0
2025-04-29,24.3,5.666666666666667,14.983333333333334,18.633333333333333,5.0,1.6666666666666667,37.3,33.43333333333333,3,1,0,Tuesday,0,4,Spring,0,3.0166666666666657,-3.0166666666666657,1
2025-04-30,9.9,0.4000000000000001,5.1499999999999995,9.5,0.0,0.0,35.9,29.833333333333332,0,0,1,Wednesday,0,4,Spring,0,12.850000000000001,-12.850000000000001,0
2025-05-01,10.166666666666666,3.766666666666667,6.966666666666666,6.3999999999999995,24.7,8.233333333333333,23.3,21.366666666666664,3,0,0,Thursday,0,5,Spring,0,11.033333333333335,-11.033333333333335,1
2025-05-02,17.3,6.566666666666666,11.933333333333332,10.733333333333334,3.9000000000000004,1.3,24.2,23.099999999999998,2,0,0,Friday,0,5,Spring,0,6.066666666666668,-6.066666666666668,1
2025-05-03,11.633333333333333,5.466666666666666,8.549999999999999,6.166666666666667,2.0,0.6666666666666666,16.7,14.933333333333332,2,0,0,Saturday,1,5,Spring,0,9.450000000000001,-9.450000000000001,1
2025-05-04,16.066666666666666,5.133333333333334,10.6,10.933333333333332,1.5,0.5,16.3,16.0,1,0,0,Sunday,1,5,Spring,0,7.4,-7.4,1
2025-05-05,17.266666666666666,9.799999999999999,13.533333333333331,7.466666666666666,38.5,12.833333333333334,24.3,23.233333333333334,3,0,0,Monday,0,5,Spring,0,4.466666666666669,-4.466666666666669,1
2025-05-06,18.400000000000002,10.1,14.25,8.299999999999999,8.7,2.9,23.8,21.7,3,0,0,Tuesday,0,5,Spring,0,3.75,-3.75,1
2025-05-07,18.599999999999998,9.133333333333333,13.866666666666667,9.466666666666667,0.8,0.26666666666666666,22.5,21.433333333333334,2,0,0,Wednesday,0,5,Spring,0,4.133333333333333,-4.133333333333333,1
2025-05-08,11.166666666666666,5.2,8.183333333333334,5.966666666666668,0.2,0.06666666666666667,19.5,17.8,2,0,0,Thursday,0,5,Spring,0,9.816666666666666,-9.816666666666666,1
2025-05-09,14.1,3.966666666666667,9.033333333333333,10.133333333333333,0.0,0.0,18.4,15.399999999999999,0,0,0,Friday,0,5,Spring,0,8.966666666666667,-8.966666666666667,0
2025-05-10,19.733333333333334,5.533333333333334,12.633333333333333,14.199999999999998,0.0,0.0,22.6,21.033333333333335,0,0,0,Saturday,1,5,Spring,0,5.366666666666667,-5.366666666666667,0
2025-05-11,13.6,3.9,8.75,9.700000000000001,0.0,0.0,20.6,18.5,0,0,0,Sunday,1,5,Spring,0,9.25,-9.25,0
2025-05-12,23.7,5.933333333333334,14.816666666666668,17.766666666666666,0.0,0.0,12.1,10.799999999999999,0,1,0,Monday,0,5,Spring,0,3.183333333333332,-3.183333333333332,0
2025-05-13,22.900000000000002,11.700000000000001,17.3,11.200000000000001,7.9,2.6333333333333333,25.2,20.133333333333333,3,1,0,Tuesday,0,5,Spring,0,0.6999999999999993,-0.6999999999999993,1
2025-05-14,19.166666666666668,12.799999999999999,15.983333333333334,6.366666666666667,4.0,1.3333333333333333,25.0,22.03333333333333,3,0,0,Wednesday,0,5,Spring,0,2.0166666666666657,-2.0166666666666657,1
2025-05-15,22.366666666666664,12.4,17.383333333333333,9.966666666666667,1.0,0.3333333333333333,14.8,13.0,1,1,0,Thursday,0,5,Spring,0,0.6166666666666671,-0.6166666666666671,1
2025-05-16,27.2,12.766666666666666,19.983333333333334,14.433333333333335,9.799999999999999,3.266666666666666,19.2,15.4,3,3,0,Friday,0,5,Spring,1,1.9833333333333343,1.9833333333333343,1
2025-05-17,19.566666666666666,12.433333333333332,16.0,7.133333333333334,47.8,15.933333333333332,25.2,23.5,3,0,0,Saturday,1,5,Spring,0,2.0,-2.0,1
2025-05-18,14.033333333333333,8.966666666666667,11.5,5.066666666666666,0.9,0.3,30.3,26.46666666666667,1,0,0,Sunday,1,5,Spring,0,6.5,-6.5,1
2025-05-19,13.166666666666666,6.0,9.583333333333332,7.166666666666667,0.8,0.26666666666666666,21.3,19.366666666666667,2,0,0,Monday,0,5,Spring,0,8.416666666666668,-8.416666666666668,1
2025-05-20,14.4,3.6999999999999997,9.049999999999999,10.700000000000001,0.0,0.0,16.7,15.566666666666668,0,0,0,Tuesday,0,5,Spring,0,8.950000000000001,-8.950000000000001,0
2025-05-21,12.1,7.766666666666667,9.933333333333334,4.333333333333333,41.0,13.666666666666666,32.8,29.933333333333334,3,0,0,Wednesday,0,5,Spring,0,8.066666666666666,-8.066666666666666,1
2025-05-22,10.233333333333333,7.5,8.866666666666667,2.733333333333333,102.3,34.1,31.5,28.433333333333334,3,0,0,Thursday,0,5,Spring,0,9.133333333333333,-9.133333333333333,1
2025-05-23,10.200000000000001,7.333333333333333,8.766666666666666,2.8666666666666667,15.700000000000001,5.233333333333333,21.5,21.166666666666668,3,0,0,Friday,0,5,Spring,0,9.233333333333334,-9.233333333333334,1
2025-05-24,12.9,7.466666666666666,10.183333333333334,5.433333333333333,3.7,1.2333333333333334,25.1,23.566666666666666,3,0,0,Saturday,1,5,Spring,0,7.816666666666666,-7.816666666666666,1
