date,avg_temp_max_celsius,avg_temp_min_celsius,avg_temp_mean_celsius,avg_temp_range_celsius,total_precipitation_mm,avg_precipitation_mm,max_wind_speed_kmh,avg_wind_speed_kmh,rainy_city_count,hot_city_count,cold_city_count,day_of_week,is_weekend,month,season,temp_extreme_flag,temp_deviation_from_18,comfort_gap_celsius,wet_day_flag,ontario_demand_avg_mw,ontario_demand_peak_mw,ontario_demand_min_mw,ontario_demand_std_mw,market_demand_avg_mw,ontario_peak_hour,demand_range_mw,high_demand_day,demand_change_mw,demand_direction
2025-06-10,21.166666666666668,13.066666666666668,17.116666666666664,8.1,1.9,0.6333333333333333,25.8,21.766666666666666,3,0,0,Tuesday,0,6,Summer,0,0.8833333333333364,-0.8833333333333364,1,15061.333333333334,16939,12635,1440.3177386971931,17456.625,19,4304,0,-633.0,Down
2025-06-11,25.0,12.700000000000001,18.849999999999998,12.299999999999999,0.5,0.16666666666666666,25.6,21.7,2,1,0,Wednesday,0,6,Summer,1,0.8499999999999979,0.8499999999999979,1,15690.833333333334,18869,12300,2164.571182889836,18504.125,19,6569,0,1930.0,Up
2025-06-12,21.933333333333334,13.266666666666666,17.6,8.666666666666666,0.0,0.0,25.0,20.900000000000002,0,0,0,Thursday,0,6,Summer,0,0.3999999999999986,-0.3999999999999986,0,15549.791666666666,17934,13060,1592.0918145680214,18099.75,18,4874,0,-935.0,Down
2025-06-13,17.733333333333334,11.466666666666667,14.6,6.266666666666667,0.0,0.0,16.0,14.433333333333332,0,0,0,Friday,0,6,Summer,0,3.4000000000000004,-3.4000000000000004,0,14858.291666666666,16495,12652,1276.716967686929,17604.25,17,3843,0,-1439.0,Down
2025-06-14,21.0,12.799999999999999,16.900000000000002,8.200000000000001,0.0,0.0,15.8,15.0,0,0,0,Saturday,1,6,Summer,0,1.0999999999999979,-1.0999999999999979,0,14045.333333333334,16122,12226,1259.4254268503155,16421.75,19,3896,0,-373.0,Down
2025-06-15,23.066666666666666,13.233333333333334,18.150000000000002,9.833333333333334,0.0,0.0,14.9,13.033333333333333,0,0,0,Sunday,1,6,Summer,0,0.15000000000000213,0.15000000000000213,0,14430.291666666666,17214,11939,1857.1134094555744,16580.916666666668,19,5275,0,1092.0,Up
2025-06-16,25.26666666666667,14.233333333333334,19.75,11.033333333333333,0.0,0.0,13.9,12.533333333333333,0,1,0,Monday,0,6,Summer,1,1.75,1.75,0,16575.0,20065,12652,2581.235110495008,18631.666666666668,18,7413,0,2851.0,Up
2025-06-17,25.7,14.866666666666667,20.28333333333333,10.833333333333334,3.0,1.0,20.6,14.933333333333332,2,1,0,Tuesday,0,6,Summer,1,2.2833333333333314,2.2833333333333314,1,17433.625,20833,13466,2556.0344764038728,19941.875,18,7367,1,768.0,Up
2025-06-18,28.166666666666668,18.433333333333334,23.3,9.733333333333333,8.0,2.6666666666666665,19.5,14.633333333333333,3,3,0,Wednesday,0,6,Summer,1,5.300000000000001,5.300000000000001,1,18240.83333333333,20528,14432,2246.4407532741698,20429.20833333333,13,6096,1,-305.0,Down
2025-06-19,25.03333333333333,15.4,20.216666666666665,9.633333333333333,24.900000000000002,8.3,41.6,37.800000000000004,3,1,0,Thursday,0,6,Summer,1,2.216666666666665,2.216666666666665,1,16674.625,18365,14072,1557.161012380627,19535.95833333333,13,4293,0,-2163.0,Down
2025-06-20,24.333333333333332,13.299999999999999,18.816666666666666,11.033333333333333,1.2999999999999998,0.4333333333333333,24.5,20.900000000000002,3,2,0,Friday,0,6,Summer,0,0.8166666666666664,0.8166666666666664,1,16187.416666666666,18764,12859,2038.3689540300657,18697.0,18,5905,0,399.0,Up
2025-06-21,26.433333333333334,14.566666666666668,20.5,11.866666666666667,14.2,4.733333333333333,31.5,25.5,3,3,0,Saturday,1,6,Summer,1,2.5,2.5,1,16169.875,18777,12870,2151.85706072281,18506.875,19,5907,0,13.0,Up
2025-06-22,31.46666666666667,23.5,27.48333333333333,7.966666666666666,3.4000000000000004,1.1333333333333335,26.5,23.733333333333334,3,3,0,Sunday,1,6,Summer,1,9.48333333333333,9.48333333333333,1,19292.70833333333,23045,14219,3374.3631473749706,21112.33333333333,19,8826,1,4268.0,Up
2025-06-23,34.53333333333333,23.166666666666668,28.849999999999998,11.366666666666667,0.0,0.0,20.2,18.066666666666666,0,3,0,Monday,0,6,Summer,1,10.849999999999998,10.849999999999998,0,21623.375,24712,16544,2980.6076096705665,23726.166666666668,19,8168,1,1667.0,Up
2025-06-24,33.333333333333336,24.133333333333336,28.733333333333334,9.200000000000001,3.9,1.3,22.1,20.633333333333333,3,3,0,Tuesday,0,6,Summer,1,10.733333333333334,10.733333333333334,1,21924.95833333333,24862,17391,2679.8821758520025,23802.33333333333,19,7471,1,150.0,Up
2025-06-25,29.833333333333332,20.733333333333334,25.28333333333333,9.100000000000001,0.1,0.03333333333333333,17.6,14.533333333333333,1,3,0,Wednesday,0,6,Summer,1,7.283333333333331,7.283333333333331,1,20020.5,22693,16722,2034.8990787922528,22439.45833333333,17,5971,1,-2169.0,Down
2025-06-26,24.233333333333334,17.233333333333334,20.733333333333334,7.0,5.7,1.9000000000000001,20.8,19.2,2,1,0,Thursday,0,6,Summer,0,2.7333333333333343,2.7333333333333343,1,16754.541666666668,18060,14329,1113.2233644053529,20108.0,12,3731,0,-4633.0,Down
2025-06-27,24.566666666666663,16.433333333333334,20.5,8.133333333333331,17.1,5.7,23.5,21.366666666666664,3,1,0,Friday,0,6,Summer,0,2.5,2.5,1,16949.416666666668,20251,13146,2403.0255370852938,20195.375,18,7105,0,2191.0,Up
2025-06-28,25.766666666666666,16.533333333333335,21.150000000000002,9.233333333333333,8.2,2.733333333333333,24.3,23.3,3,2,0,Saturday,1,6,Summer,1,3.150000000000002,3.150000000000002,1,16824.708333333332,18966,14253,1817.125955270806,19197.08333333333,18,4713,0,-1285.0,Down
2025-06-29,25.7,13.9,19.8,11.800000000000002,0.0,0.0,12.6,11.6,0,2,0,Sunday,1,6,Summer,1,1.8000000000000007,1.8000000000000007,0,16195.916666666666,20352,12582,2672.216356065353,18397.666666666668,19,7770,1,1386.0,Up
2025-06-30,28.600000000000005,17.599999999999998,23.100000000000005,11.0,12.3,4.1000000000000005,18.8,14.633333333333335,3,3,0,Monday,0,6,Summer,1,5.100000000000005,5.100000000000005,1,17128.666666666668,19565,13264,2366.290210924863,19330.25,13,6301,0,-787.0,Down
2025-07-01,27.066666666666666,19.666666666666668,23.366666666666664,7.400000000000001,0.8999999999999999,0.3,21.7,18.166666666666668,2,3,0,Tuesday,0,7,Summer,1,5.366666666666664,5.366666666666664,1,17889.791666666668,21018,14156,2461.5313716953883,20216.45833333333,18,6862,1,1453.0,Up
2025-07-02,28.333333333333332,17.366666666666667,22.849999999999998,10.966666666666667,2.9,0.9666666666666667,21.0,15.966666666666667,3,3,0,Wednesday,0,7,Summer,1,4.849999999999998,4.849999999999998,1,18406.416666666668,21901,13770,2931.9624666419413,20274.70833333333,17,8131,1,883.0,Up
2025-07-03,24.233333333333334,17.133333333333333,20.683333333333334,7.1000000000000005,5.4,1.8,27.6,24.666666666666668,3,2,0,Thursday,0,7,Summer,0,2.6833333333333336,2.6833333333333336,1,17490.75,20291,14230,2017.136999292078,19450.666666666668,18,6061,0,-1610.0,Down
2025-07-04,25.8,14.033333333333333,19.916666666666668,11.766666666666666,0.0,0.0,17.1,15.700000000000001,0,2,0,Friday,0,7,Summer,1,1.9166666666666679,1.9166666666666679,0,16763.916666666668,20495,13131,2448.862378590385,18471.875,18,7364,1,204.0,Up
2025-07-05,29.933333333333334,17.53333333333333,23.733333333333334,12.4,8.0,2.6666666666666665,16.5,14.733333333333334,3,3,0,Saturday,1,7,Summer,1,5.733333333333334,5.733333333333334,1,17984.708333333332,22019,13225,3199.4836061487317,19923.291666666668,18,8794,1,1524.0,Up
2025-07-06,31.600000000000005,22.5,27.05,9.1,1.9,0.6333333333333333,25.7,23.7,1,3,0,Sunday,1,7,Summer,1,9.05,9.05,1,19425.33333333333,22740,14680,2957.877333298421,21216.95833333333,19,8060,1,721.0,Up
2025-07-07,27.5,18.7,23.099999999999998,8.8,0.3,0.09999999999999999,22.9,20.0,1,2,0,Monday,0,7,Summer,1,5.099999999999998,5.099999999999998,1,19605.20833333333,21832,16641,1903.4918708878768,22051.541666666668,15,5191,1,-908.0,Down
2025-07-08,25.066666666666666,17.533333333333335,21.3,7.533333333333334,0.4,0.13333333333333333,12.7,12.4,2,2,0,Tuesday,0,7,Summer,1,3.3000000000000007,3.3000000000000007,1,18145.041666666668,21263,14642,2217.3613084252743,20827.70833333333,19,6621,1,-569.0,Down
2025-07-09,25.733333333333334,16.96666666666667,21.349999999999998,8.766666666666666,4.8,1.5999999999999999,13.0,12.366666666666667,3,3,0,Wednesday,0,7,Summer,1,3.349999999999998,3.349999999999998,1,18195.33333333333,21727,14302,2418.650623918161,20062.416666666668,17,7425,1,464.0,Up
2025-07-10,26.5,17.3,21.900000000000002,9.200000000000001,1.8,0.6,11.4,10.200000000000001,3,3,0,Thursday,0,7,Summer,1,3.900000000000002,3.900000000000002,1,19043.291666666668,22884,14316,2988.2332060668505,20288.45833333333,17,8568,1,1157.0,Up
2025-07-11,28.46666666666667,18.033333333333335,23.25,10.433333333333332,0.0,0.0,12.3,10.533333333333333,0,3,0,Friday,0,7,Summer,1,5.25,5.25,0,19432.83333333333,22481,14884,2737.534652020772,20778.125,18,7597,1,-403.0,Down
2025-07-12,31.666666666666668,20.8,26.233333333333334,10.866666666666669,2.5,0.8333333333333334,21.3,17.533333333333335,3,3,0,Saturday,1,7,Summer,1,8.233333333333334,8.233333333333334,1,19643.95833333333,22837,15213,2795.1728495851485,21324.45833333333,18,7624,1,356.0,Up
2025-07-13,30.46666666666667,21.96666666666667,26.21666666666667,8.5,4.9,1.6333333333333335,20.3,16.966666666666665,3,3,0,Sunday,1,7,Summer,1,8.216666666666669,8.216666666666669,1,19490.33333333333,22918,15793,2464.5972713903857,20550.291666666668,18,7125,1,81.0,Up
2025-07-14,28.96666666666667,19.566666666666666,24.266666666666666,9.4,0.0,0.0,14.6,13.933333333333332,0,3,0,Monday,0,7,Summer,1,6.266666666666666,6.266666666666666,0,19510.625,22914,15149,2735.225081152412,20708.0,17,7765,1,-4.0,Down
2025-07-15,30.5,18.599999999999998,24.55,11.9,0.0,0.0,13.2,11.033333333333333,0,3,0,Tuesday,0,7,Summer,1,6.550000000000001,6.550000000000001,0,19872.25,23261,14941,3075.3634249714587,21314.0,17,8320,1,347.0,Up
2025-07-16,31.133333333333336,20.566666666666666,25.850000000000005,10.566666666666665,1.4,0.4666666666666666,16.3,15.300000000000002,2,3,0,Wednesday,0,7,Summer,1,7.850000000000005,7.850000000000005,1,20439.20833333333,23611,15292,3009.405906691864,22251.0,15,8319,1,350.0,Up
2025-07-17,27.7,16.900000000000002,22.3,10.799999999999999,4.3,1.4333333333333333,35.8,32.73333333333333,3,3,0,Thursday,0,7,Summer,1,4.300000000000001,4.300000000000001,1,18966.08333333333,21217,14829,1916.8622212778675,21906.25,14,6388,1,-2394.0,Down
2025-07-18,23.03333333333333,13.166666666666666,18.099999999999998,9.866666666666665,0.0,0.0,16.8,15.933333333333332,0,0,0,Friday,0,7,Summer,0,0.09999999999999787,0.09999999999999787,0,16232.166666666666,19204,13137,1982.624450102673,19300.08333333333,19,6067,0,-2013.0,Down
2025-07-19,26.3,14.633333333333333,20.466666666666665,11.666666666666666,2.1,0.7000000000000001,17.4,13.466666666666667,1,2,0,Saturday,1,7,Summer,1,2.466666666666665,2.466666666666665,1,16088.0,19450,12729,2321.228479097633,19017.291666666668,17,6721,0,246.0,Up
2025-07-20,25.099999999999998,18.53333333333333,21.816666666666666,6.566666666666667,14.0,4.666666666666667,22.6,21.033333333333335,3,2,0,Sunday,1,7,Summer,1,3.8166666666666664,3.8166666666666664,1,16946.208333333332,20177,13764,2259.698882963539,19618.20833333333,18,6413,0,727.0,Up
2025-07-21,22.333333333333332,15.0,18.666666666666668,7.333333333333333,0.0,0.0,18.0,16.433333333333334,0,0,0,Monday,0,7,Summer,0,0.6666666666666679,0.6666666666666679,0,16404.208333333332,19582,13253,2022.5405672110728,19071.95833333333,18,6329,0,-595.0,Down
2025-07-22,23.333333333333332,14.433333333333332,18.883333333333333,8.9,0.3,0.09999999999999999,13.5,12.533333333333333,1,0,0,Tuesday,0,7,Summer,0,0.8833333333333329,0.8833333333333329,1,16571.416666666668,19907,12905,2344.2435864802155,18995.58333333333,18,7002,0,325.0,Up
