date,city,latitude,longitude,timezone,temp_max_celsius,temp_min_celsius,precipitation_mm,wind_speed_max_kmh,source_file,temp_range_celsius
2025-05-29,oshawa,43.90158,-79.09091,America/Toronto,18.6,10.2,10.3,14.5,oshawa_weather_2026-04-12T17-07-49.json,8.400000000000002
2025-05-29,toronto,43.690685,-79.41174,America/Toronto,18.8,10.9,6.8,13.3,toronto_weather_2026-04-12T17-07-49.json,7.9
2025-05-30,barrie,44.393673,-79.66312,America/Toronto,20.3,9.6,0.5,17.7,barrie_weather_2026-04-12T17-07-49.json,10.700000000000001
2025-05-30,oshawa,43.90158,-79.09091,America/Toronto,22.7,9.5,3.7,16.3,oshawa_weather_2026-04-12T17-07-49.json,13.2
2025-05-30,toronto,43.690685,-79.41174,America/Toronto,23.0,12.4,0.4,14.9,toronto_weather_2026-04-12T17-07-49.json,10.6
2025-05-31,barrie,44.393673,-79.66312,America/Toronto,10.9,6.9,1.4,28.6,barrie_weather_2026-04-12T17-07-49.json,4.0
2025-05-31,oshawa,43.90158,-79.09091,America/Toronto,11.9,8.6,0.1,31.6,oshawa_weather_2026-04-12T17-07-49.json,3.3000000000000007
2025-05-31,toronto,43.690685,-79.41174,America/Toronto,14.1,9.4,0.1,28.5,toronto_weather_2026-04-12T17-07-49.json,4.699999999999999
2025-06-01,barrie,44.393673,-79.66312,America/Toronto,12.6,6.8,0.3,25.4,barrie_weather_2026-04-12T17-07-49.json,5.8
2025-06-01,oshawa,43.90158,-79.09091,America/Toronto,14.1,7.4,0.0,25.3,oshawa_weather_2026-04-12T17-07-49.json,6.699999999999999
