date,ontario_demand_avg_mw,ontario_demand_peak_mw,ontario_demand_min_mw,ontario_demand_std_mw,market_demand_avg_mw,ontario_peak_hour,demand_range_mw
2025-11-11,17460.75,19581,15230,1332.2526281518037,19445.125,18,4351
2025-11-12,17040.666666666668,18833,14939,1305.858094250229,19366.166666666668,18,3894
2025-11-13,16684.0,18969,14445,1411.4370721699395,18747.166666666668,18,4524
2025-11-14,16719.708333333332,18429,14707,1172.868593372181,18148.625,18,3722
2025-11-15,16029.041666666666,17978,13999,1327.411783007317,18241.375,18,3979
2025-11-16,15934.625,18511,13643,1546.780072405674,18155.208333333332,18,4868
2025-11-17,17179.041666666668,19530,14571,1580.7514030322436,18645.083333333332,18,4959
2025-11-18,17312.416666666668,19192,15096,1326.0820984705508,18595.708333333332,18,4096
2025-11-19,17125.75,19199,15221,1251.4887916606258,18557.333333333332,18,3978
2025-11-20,17201.208333333332,19150,15201,1177.764130042382,18646.291666666668,18,3949
2025-11-21,16789.125,18466,14660,1166.2324070158193,18445.208333333332,18,3806
2025-11-22,16037.041666666666,18278,14367,1140.6739990468143,17305.166666666668,18,3911
2025-11-23,15852.625,18430,13764,1303.1097525434736,17555.958333333332,18,4666
2025-11-24,16660.083333333332,19053,14277,1458.4816976290244,17917.208333333332,18,4776
2025-11-25,16931.833333333332,18879,14414,1479.5962042179722,18003.625,18,4465
2025-11-26,16790.666666666668,18870,14183,1497.9163982785824,18060.583333333332,18,4687
2025-11-27,17453.75,19641,14843,1491.6603019862594,18753.583333333332,18,4798
2025-11-28,17505.25,19474,15010,1382.9727983115097,18825.0,18,4464
2025-11-29,17109.875,19077,15477,1023.9714802626604,18362.333333333332,18,3600
2025-11-30,17128.375,19277,14905,1469.6618603255827,18763.291666666668,18,4372
