date,ontario_demand_avg_mw,ontario_demand_peak_mw,ontario_demand_min_mw,ontario_demand_std_mw,market_demand_avg_mw,ontario_peak_hour,demand_range_mw
2025-12-01,18266.791666666668,20802,15348,1744.6919992082985,19702.541666666668,18,5454
2025-12-02,18340.833333333332,20003,16239,1273.5268272439894,19785.708333333332,18,3764
2025-12-03,18354.791666666668,20415,15732,1541.467482040541,21079.208333333332,18,4683
2025-12-04,18925.75,21406,16115,1713.886639496172,21324.625,18,5291
2025-12-05,18813.583333333332,20729,17071,1110.4658605901548,21476.708333333332,18,3658
2025-12-06,17643.083333333332,19481,15643,1300.3463056019937,20635.625,18,3838
2025-12-07,17750.75,20147,15335,1578.136276972192,20141.166666666668,18,4812
2025-12-08,19087.208333333332,21364,16401,1579.0817358905742,21140.625,18,4963
2025-12-09,19283.291666666668,21394,16914,1510.2123512984829,22260.625,18,4480
2025-12-10,18740.583333333332,20526,16247,1472.6127894107897,21621.916666666668,18,4279
2025-12-11,19087.166666666668,21115,16523,1469.495023192799,21383.875,18,4592
2025-12-12,18854.0,20559,16954,1130.8952975024008,20853.333333333332,18,3605
2025-12-13,18194.875,20329,16068,1377.2657320717494,21202.666666666668,18,4261
2025-12-14,18639.0,21148,16499,1451.3465711418526,21488.375,18,4649
2025-12-15,19582.166666666668,21130,17144,1437.4627607022712,22595.125,18,3986
2025-12-16,18943.0,20473,16741,1297.3780582725135,21999.833333333332,18,3732
2025-12-17,18305.875,20112,15801,1436.5413268317934,21281.416666666668,18,4311
2025-12-18,17704.666666666668,19208,15621,1190.7787246228802,20552.875,17,3587
2025-12-19,18175.291666666668,20170,15181,1763.7075938060927,20887.375,18,4989
2025-12-20,17873.875,19362,15991,1214.9528998743292,20297.875,13,3371
2025-12-21,17622.5,20108,15183,1559.4378028217618,20053.0,18,4925
2025-12-22,18295.5,19992,16268,1246.1640969478049,20625.583333333332,18,3724
2025-12-23,17802.791666666668,19312,15728,1262.4226529614177,20583.291666666668,18,3584
2025-12-24,16710.958333333332,18576,14840,1114.2058774386537,19005.625,18,3736
2025-12-25,16043.916666666666,18020,14264,1177.5791643901478,18488.333333333332,18,3756
2025-12-26,17656.25,19569,15235,1593.8116535389381,20447.958333333332,18,4334
2025-12-27,17885.75,19865,15966,1263.4667714699478,20610.416666666668,18,3899
2025-12-28,17690.25,19624,15767,1286.2933687284467,20487.208333333332,18,3857
2025-12-29,17428.583333333332,19716,14703,1656.1521384815774,20636.833333333332,18,5013
2025-12-30,18018.916666666668,20155,15838,1368.5805377856977,21443.0,18,4317
2025-12-31,17826.375,19558,15807,1182.9858984238012,21191.791666666668,18,3751
2026-01-01,17684.291666666668,19910,16155,1103.4869428185436,21060.166666666668,18,3755
2026-01-02,18236.666666666668,20268,16133,1281.2447977978504,21369.458333333332,18,4135
2026-01-03,18308.083333333332,20512,16395,1272.4086340024808,21406.541666666668,18,4117
2026-01-04,18312.541666666668,20708,16452,1347.6371263345945,21227.458333333332,18,4256
2026-01-05,18847.416666666668,20931,16175,1604.7788935244155,21729.375,18,4756
2026-01-06,18788.041666666668,20894,16225,1597.1617891738758,21482.916666666668,18,4669
2026-01-07,18295.0,19978,16041,1354.386272048356,20876.833333333332,18,3937
2026-01-08,17324.25,18853,15301,1226.6063203886536,20327.125,18,3552
2026-01-09,16877.166666666668,18521,14674,1322.8326873949634,19803.208333333332,18,3847
2026-01-10,16910.791666666668,19238,14734,1491.6577291044687,19273.125,18,4504
2026-01-11,17051.666666666668,19766,14679,1621.084813023208,19453.625,18,5087
2026-01-12,18162.375,20127,15334,1585.4730692322944,21117.041666666668,18,4793
2026-01-13,17735.958333333332,19575,15550,1358.4860332503365,20080.916666666668,18,4025
2026-01-14,17884.375,20124,14815,1771.666467101572,20557.958333333332,18,5309
2026-01-15,19561.166666666668,21616,16695,1682.8333423042857,22343.791666666668,18,4921
2026-01-16,19412.208333333332,20958,17267,1320.0029966753418,22532.041666666668,18,3691
2026-01-17,17735.333333333332,19428,16016,1104.6510236531585,20567.416666666668,18,3412
2026-01-18,18048.041666666668,20519,15842,1463.245751274607,21172.75,18,4677
2026-01-19,19164.416666666668,21400,16583,1548.9856966433852,22104.958333333332,18,4817
2026-01-20,19572.708333333332,21517,17384,1324.1061785602583,23023.166666666668,19,4133
2026-01-21,19413.125,21128,17248,1348.4408165987734,22601.916666666668,18,3880
2026-01-22,18722.125,20869,16222,1515.1057162857462,21475.666666666668,19,4647
2026-01-23,19720.583333333332,22042,17098,1594.0582858981616,22741.916666666668,19,4944
2026-01-24,19637.875,21477,18147,1016.3386679859606,22118.5,18,3330
2026-01-25,19525.708333333332,21751,17411,1529.768566729498,22696.5,19,4340
2026-01-26,19662.166666666668,21607,17349,1362.9403848861564,22174.625,19,4258
2026-01-27,19596.791666666668,21456,17035,1468.8428447373904,22804.916666666668,19,4421
2026-01-28,19536.083333333332,21391,17270,1324.816965755505,22609.708333333332,19,4121
2026-01-29,19700.166666666668,21876,17138,1495.5634002134354,22185.75,19,4738
2026-01-30,19942.583333333332,21737,17725,1221.8996940497368,21974.041666666668,19,4012
2026-01-31,18902.5,20609,17386,923.9723786573576,21333.958333333332,19,3223
2026-02-01,18449.916666666668,20552,17111,1003.4759985720389,21318.166666666668,19,3441
2026-02-02,19178.666666666668,21220,17008,1334.393288830306,21523.583333333332,19,4212
2026-02-03,19323.916666666668,21158,17008,1336.4259577618614,21397.583333333332,19,4150
2026-02-04,19077.625,20659,17319,1125.0517983244351,20604.958333333332,19,3340
2026-02-05,19108.208333333332,20702,16997,1184.5212197033609,21433.208333333332,19,3705
2026-02-06,19137.708333333332,20290,17148,1100.4550236415698,21995.458333333332,10,3142
2026-02-07,19169.208333333332,21353,17343,1179.124582390304,21970.458333333332,19,4010
2026-02-08,19231.791666666668,21522,17739,1074.1479526933704,20982.75,19,3783
2026-02-09,19814.083333333332,21601,17742,1250.2113531464317,21683.708333333332,19,3859
2026-02-10,18933.708333333332,20549,16994,1176.0002025719534,21447.416666666668,19,3555
2026-02-11,18597.541666666668,20355,15921,1504.6812165391696,21122.125,19,4434
2026-02-12,18573.458333333332,20485,16483,1269.735062374504,20671.375,19,4002
2026-02-13,18269.333333333332,19792,16985,952.3566497934465,20895.041666666668,8,2807
2026-02-14,17112.458333333332,18898,15654,933.4470935458942,19852.5,19,3244
2026-02-15,16522.666666666668,18735,15105,1054.9369512034796,19373.458333333332,19,3630
2026-02-16,16741.708333333332,18668,15246,965.8810566419195,19862.833333333332,19,3422
2026-02-17,17026.208333333332,18789,14929,1305.336937318306,19798.375,20,3860
2026-02-18,18261.166666666668,20223,15118,1854.1535199012835,21173.416666666668,18,5105
2026-02-19,17885.583333333332,19577,15944,1100.0348578139722,20582.333333333332,19,3633
2026-02-20,17914.416666666668,19581,15562,1466.834625593688,20928.375,18,4019
2026-02-21,17213.625,18987,15302,1229.6692666870972,19684.291666666668,18,3685
2026-02-22,17262.666666666668,19202,15521,1121.1167051947207,19603.625,19,3681
2026-02-23,18098.791666666668,20421,15608,1526.5252950571364,21412.083333333332,20,4813
2026-02-24,18802.041666666668,20825,17018,1194.4794929415784,21500.166666666668,19,3807
2026-02-25,18493.708333333332,20183,16646,1116.3099725032223,21618.041666666668,19,3537
2026-02-26,18361.583333333332,20145,16450,1156.9403019684462,20354.416666666668,20,3695
2026-02-27,17501.041666666668,19143,16037,956.2275279163053,20117.708333333332,9,3106
2026-02-28,16296.083333333334,18814,14525,1296.5882627836825,18844.583333333332,19,4289
2026-03-01,17428.625,20237,15651,1418.5247024714577,19804.958333333332,20,4586
2026-03-02,18431.583333333332,20395,17087,1132.1474752862812,21000.25,19,3308
2026-03-03,18284.166666666668,19937,16601,1054.7738956830958,20562.166666666668,19,3336
2026-03-04,17308.166666666668,18821,15834,945.6404623629272,19406.0,19,2987
2026-03-05,17376.416666666668,19563,15178,1402.9322682422567,20402.166666666668,19,4385
2026-03-06,17674.5,19177,15843,1121.9757805647637,20552.125,18,3334
2026-03-07,15753.416666666666,16964,14408,835.2361247323831,18692.833333333332,18,2556
2026-03-08,14908.833333333334,16817,13680,914.3420854775098,17593.0,20,3137
2026-03-09,15418.833333333334,17291,13478,1191.1019985771547,18400.666666666668,8,3813
2026-03-10,15800.208333333334,17539,13458,1297.2087083314755,18052.458333333332,19,4081
2026-03-11,17150.666666666668,18790,13893,1649.7491948163213,19368.125,11,4897
2026-03-12,17370.416666666668,19370,14988,1283.7110577190435,19473.625,19,4382
2026-03-13,17788.875,19268,15551,1291.3423858948865,20397.625,17,3717
2026-03-14,16554.125,17994,15058,881.8324455113468,18956.083333333332,20,2936
2026-03-15,16451.666666666668,17909,14763,1096.9188732503214,19327.666666666668,17,3146
2026-03-16,16790.833333333332,18713,13929,1503.0012197821616,20225.75,17,4784
2026-03-17,18087.5,20193,15693,1415.3059586258169,21179.916666666668,19,4500
2026-03-18,18287.083333333332,19752,16600,1051.8428100726126,21366.583333333332,19,3152
2026-03-19,17385.125,18949,15715,968.2264967005609,20242.208333333332,8,3234
2026-03-20,17424.833333333332,19747,14845,1552.8771520230969,20082.125,10,4902
2026-03-21,16167.916666666666,17442,14758,928.0709266686133,18738.125,17,2684
2026-03-22,16108.875,17610,14164,1285.8822149217926,19028.0,17,3446
2026-03-23,17207.375,19094,14477,1449.0764618857438,20408.125,20,4617
2026-03-24,17121.583333333332,18799,15674,993.1936155508727,20025.541666666668,7,3125
2026-03-25,16719.791666666668,18600,14970,1266.4543789022086,19638.583333333332,17,3630
2026-03-26,16786.458333333332,18000,14268,1332.8524162133606,19520.75,20,3732
2026-03-27,16666.333333333332,18831,14869,1198.7590201561763,19810.708333333332,7,3962
2026-03-28,16248.291666666666,17598,14989,711.6957385536059,19153.041666666668,20,2609
2026-03-29,15308.583333333334,16802,14052,790.667737431149,18477.833333333332,20,2750
2026-03-30,15437.041666666666,16853,13502,1079.4819401258972,18285.583333333332,8,3351
2026-03-31,16058.916666666666,17934,12868,1696.5250140178912,18764.0,17,5066
2026-04-01,16586.041666666668,17888,14058,1356.4013282969727,19585.875,20,3830
2026-04-02,16719.875,17978,14571,1253.8839247470764,19912.583333333332,17,3407
2026-04-03,14154.333333333334,15145,13397,477.0074893830665,17593.25,20,1748
2026-04-04,14996.0,16417,12910,1328.9197312757135,17865.916666666668,17,3507
2026-04-05,15062.833333333334,16555,12955,1225.7447662070845,17622.5,20,3600
2026-04-06,16245.5,17858,14095,1109.2419659976956,18353.708333333332,20,3763
2026-04-07,16790.416666666668,18461,14675,1146.924276969256,18809.875,20,3786
2026-04-08,16009.083333333334,17853,14643,954.874766050805,18156.541666666668,7,3210
2026-04-09,15407.541666666666,16948,13697,876.8251513354828,18208.833333333332,20,3251
2026-04-10,16293.541666666666,18011,13565,1518.4185989596765,17899.583333333332,11,4446
2026-04-11,14671.25,16148,13832,654.0415656250125,16565.041666666668,20,2316
2026-04-12,13785.0,13785,13785,,16157.0,1,0
